,0
"('051718', 408.0, '2021-05-30')",14
"('051718', 408.0, '2021-02-18')",0
"('051718', 408.0, '2021-05-31')",0
"('051718', 408.0, '2021-02-10')",0
"('051718', 408.0, '2021-03-10')",0
"('051718', 408.0, '2021-05-24')",0
"('051718', 408.0, '2021-05-10')",0
"('051718', 409.0, '2021-05-13')",0
"('051718', 409.0, '2021-04-10')",0
"('051718', 409.0, '2021-05-30')",7
"('051718', 409.0, '2021-02-18')",0
"('051718', 409.0, '2021-05-31')",0
"('051718', 409.0, '2021-02-10')",0
"('051718', 409.0, '2021-03-10')",0
"('051718', 409.0, '2021-05-24')",0
"('051718', 409.0, '2021-05-10')",0
"('051718', 410.0, '2021-05-13')",0
"('051718', 410.0, '2021-04-10')",0
"('051718', 410.0, '2021-05-30')",14
"('051718', 410.0, '2021-02-18')",0
"('051718', 410.0, '2021-05-31')",0
"('051718', 410.0, '2021-02-10')",0
"('051718', 410.0, '2021-03-10')",0
"('051718', 410.0, '2021-05-24')",0
"('051718', 410.0, '2021-05-10')",0
"('051718', 412.0, '2021-05-13')",0
"('051718', 412.0, '2021-04-10')",0
"('051718', 412.0, '2021-05-30')",10
"('051718', 412.0, '2021-02-18')",0
"('051718', 412.0, '2021-05-31')",0
"('051718', 412.0, '2021-02-10')",0
"('051718', 412.0, '2021-03-10')",0
"('051718', 412.0, '2021-05-24')",0
"('051718', 412.0, '2021-05-10')",0
"('051718', 416.0, '2021-05-13')",0
"('051718', 416.0, '2021-04-10')",0
"('051718', 416.0, '2021-05-30')",4
"('051718', 416.0, '2021-02-18')",0
"('051718', 416.0, '2021-05-31')",0
"('051718', 416.0, '2021-02-10')",0
"('051718', 416.0, '2021-03-10')",0
"('051718', 416.0, '2021-05-24')",0
"('051718', 416.0, '2021-05-10')",0
"('051718', 421.0, '2021-05-13')",0
"('051718', 421.0, '2021-04-10')",0
"('051718', 421.0, '2021-05-30')",0
"('051718', 421.0, '2021-02-18')",0
"('051718', 421.0, '2021-05-31')",0
"('051718', 421.0, '2021-02-10')",0
"('051718', 421.0, '2021-03-10')",0
"('051718', 421.0, '2021-05-24')",0
"('051718', 421.0, '2021-05-10')",0
"('051718', 422.0, '2021-05-13')",0
"('051718', 422.0, '2021-04-10')",0
"('051718', 422.0, '2021-05-30')",0
"('051718', 422.0, '2021-02-18')",0
"('051718', 422.0, '2021-05-31')",0
"('051718', 422.0, '2021-02-10')",0
"('051718', 422.0, '2021-03-10')",0
"('051718', 422.0, '2021-05-24')",0
"('051718', 422.0, '2021-05-10')",0
"('051718', 424.0, '2021-05-13')",0
"('051718', 424.0, '2021-04-10')",0
"('051718', 424.0, '2021-05-30')",12
"('051718', 424.0, '2021-02-18')",0
"('051718', 424.0, '2021-05-31')",0
"('051718', 424.0, '2021-02-10')",0
"('051718', 424.0, '2021-03-10')",0
"('051718', 424.0, '2021-05-24')",0
"('051718', 424.0, '2021-05-10')",0
"('051718', 425.0, '2021-05-13')",0
"('051718', 425.0, '2021-04-10')",0
"('051718', 425.0, '2021-05-30')",8
"('051718', 425.0, '2021-02-18')",0
"('051718', 425.0, '2021-05-31')",0
"('051718', 425.0, '2021-02-10')",0
"('051718', 425.0, '2021-03-10')",0
"('051718', 425.0, '2021-05-24')",0
"('051718', 425.0, '2021-05-10')",0
"('051718', 426.0, '2021-05-13')",0
"('051718', 426.0, '2021-04-10')",0
"('051718', 426.0, '2021-05-30')",9
"('051718', 426.0, '2021-02-18')",0
"('051718', 426.0, '2021-05-31')",0
"('051718', 426.0, '2021-02-10')",0
"('051718', 426.0, '2021-03-10')",0
"('051718', 426.0, '2021-05-24')",0
"('051718', 426.0, '2021-05-10')",0
"('051718', 433.0, '2021-05-13')",0
"('051718', 433.0, '2021-04-10')",0
"('051718', 433.0, '2021-05-30')",10
"('051718', 433.0, '2021-02-18')",0
"('051718', 433.0, '2021-05-31')",0
"('051718', 433.0, '2021-02-10')",0
"('051718', 433.0, '2021-03-10')",0
"('051718', 433.0, '2021-05-24')",0
"('051718', 433.0, '2021-05-10')",0
"('051718', 434.0, '2021-05-13')",0
"('051718', 434.0, '2021-04-10')",0
"('051718', 434.0, '2021-05-30')",11
"('051718', 434.0, '2021-02-18')",0
"('051718', 434.0, '2021-05-31')",0
"('051718', 434.0, '2021-02-10')",0
"('051718', 434.0, '2021-03-10')",0
"('051718', 434.0, '2021-05-24')",0
"('051718', 434.0, '2021-05-10')",0
"('051718', 435.0, '2021-05-13')",0
"('051718', 435.0, '2021-04-10')",0
"('051718', 435.0, '2021-05-30')",10
"('051718', 435.0, '2021-02-18')",0
"('051718', 435.0, '2021-05-31')",0
"('051718', 435.0, '2021-02-10')",0
"('051718', 435.0, '2021-03-10')",0
"('051718', 435.0, '2021-05-24')",0
"('051718', 435.0, '2021-05-10')",0
"('051718', 436.0, '2021-05-13')",0
"('051718', 436.0, '2021-04-10')",0
"('051718', 436.0, '2021-05-30')",0
"('051718', 436.0, '2021-02-18')",0
"('051718', 436.0, '2021-05-31')",0
"('051718', 436.0, '2021-02-10')",0
"('051718', 436.0, '2021-03-10')",0
"('051718', 436.0, '2021-05-24')",0
"('051718', 436.0, '2021-05-10')",0
"('051718', 438.0, '2021-05-13')",0
"('051718', 438.0, '2021-04-10')",0
"('051718', 438.0, '2021-05-30')",0
"('051718', 438.0, '2021-02-18')",0
"('051718', 438.0, '2021-05-31')",0
"('051718', 438.0, '2021-02-10')",0
"('051718', 438.0, '2021-03-10')",0
"('051718', 438.0, '2021-05-24')",0
"('051718', 438.0, '2021-05-10')",0
"('051718', 439.0, '2021-05-13')",0
"('051718', 439.0, '2021-04-10')",0
"('051718', 439.0, '2021-05-30')",9
"('051718', 439.0, '2021-02-18')",0
"('051718', 439.0, '2021-05-31')",0
"('051718', 439.0, '2021-02-10')",0
"('051718', 439.0, '2021-03-10')",0
"('051718', 439.0, '2021-05-24')",0
"('051718', 439.0, '2021-05-10')",0
"('051718', 440.0, '2021-05-13')",0
"('051718', 440.0, '2021-04-10')",0
"('051718', 440.0, '2021-05-30')",18
"('051718', 440.0, '2021-02-18')",0
"('051718', 440.0, '2021-05-31')",0
"('051718', 440.0, '2021-02-10')",0
"('051718', 440.0, '2021-03-10')",0
"('051718', 440.0, '2021-05-24')",0
"('051718', 440.0, '2021-05-10')",0
